sku,name,category,price
000003,Therese,sandals,50100
000003,Kelly,sandals,1000
000004,Elizabeth,boots,50100
000002,Helen,sneakers,17900
000004,Billie,sneakers,9500
000005,Ashley,boots,50100
000003,Keith,sneakers,1000
000004,Edward,sneakers,50100
000001,Delores,boots,3900
000002,Christy,boots,17900
000001,John,boots,50100
000005,Linda,sandals,3900
000002,Helen,boots,3900
000005,Donald,boots,9500
000003,Brenda,boots,50100
000005,Albert,sandals,3900
000001,Tanya,sandals,3900
000002,Cynthia,boots,1000
000001,Mallory,sandals,17900
000004,Zachary,sneakers,50100
000003,Nedra,sneakers,9500
000002,Rhett,boots,50100
000004,Laura,boots,50100
000004,Marianne,sandals,3900
000002,Henry,boots,50100
000005,Troy,sandals,1000
000001,Gloria,boots,9500
000001,William,sandals,1000
000001,Cynthia,sneakers,17900
000005,Virginia,boots,3900
000005,Beatrice,boots,50100
000003,Martin,boots,50100
000005,David,boots,3900
000004,Anne,sandals,17900
000004,Kathy,sneakers,9500
000001,Mark,boots,50100
000005,Melinda,sandals,3900
000004,Dennis,sneakers,3900
000005,Blake,sandals,9500
000005,Lynda,boots,17900
000001,Kristine,boots,50100
000002,Kristina,sneakers,50100
000003,Kathrine,sandals,9500
000002,Maria,boots,9500
000001,Bryan,sandals,1000
000005,Joseph,sandals,9500
000004,Kristin,sandals,9500
000005,Juan,sneakers,9500
000005,Barbara,boots,3900
000005,George,sandals,1000
000002,Christopher,sandals,3900
000003,Marilyn,boots,9500
000001,Ismael,boots,9500
000005,David,boots,50100
000004,Donna,sneakers,50100
000001,Dwayne,sandals,9500
000004,Gary,boots,3900
000004,Paul,sneakers,9500
000005,Maurice,boots,50100
000005,Paul,sandals,1000
000001,Nina,sneakers,9500
000001,Juan,sandals,17900
000001,Chuck,sandals,1000
000002,Frances,sneakers,17900
000002,Joanna,sandals,17900
000001,Diana,sneakers,3900
000004,Ivan,boots,17900
000004,Noe,sneakers,1000
000003,Mary,sneakers,17900
000003,Alton,sneakers,50100
000001,Richard,boots,1000
000003,Samuel,boots,3900
000005,Janet,sneakers,1000
000002,Kim,sneakers,1000
000005,Ryan,sandals,3900
000003,Charles,sneakers,9500
000001,Alvin,sneakers,9500
000002,Susan,sneakers,9500
000003,Edward,sneakers,17900
000004,Cassandra,sneakers,50100
000003,Linda,sandals,1000
000001,Roland,sandals,9500
000002,Eric,boots,1000
000004,Phillip,sandals,50100
000003,Joseph,boots,3900
000001,Ronald,boots,50100
000003,Stephanie,boots,17900
000005,Amanda,sneakers,9500
000003,Patricia,sandals,1000
000005,Bruce,boots,9500
000003,Jamie,boots,50100
000005,Mary,boots,9500
000001,Kyle,sandals,50100
000003,John,boots,50100
000004,Alice,sandals,17900
000002,Kathleen,sandals,9500
000005,Sarah,sneakers,50100
000004,Lauren,sandals,3900
000004,Daniel,sneakers,17900
000002,Catherine,sandals,17900
000002,Kimberly,sandals,1000
000005,Cleveland,boots,1000
000004,Kathie,sneakers,1000
000001,Laurette,sneakers,17900
000002,Lewis,boots,79500
000004,Edwin,sandals,79500
000002,Ivan,boots,7100
000002,Randall,sneakers,7900
000002,Sandra,sneakers,7900
000002,Johnnie,sneakers,79500
000003,Lionel,boots,7100
000003,Jeanne,sneakers,7100
000004,Robin,sandals,1900
000004,Frank,boots,1900
000003,Marlon,boots,79500
000003,Michael,boots,1900
000005,Monte,boots,1900
000001,Antonio,sandals,79500
000001,Christoper,sandals,1900
000002,Loriann,boots,7100
000003,Mathew,boots,7900
000005,Charles,boots,7900
000001,Kyle,boots,1900
000005,Jose,sandals,7100
000001,Gary,boots,1900
000004,Bradley,boots,1900
000005,Lydia,sneakers,1900
000004,Adeline,boots,7100
000001,George,boots,1900
000001,William,boots,5900
000002,Charles,sandals,79500
000003,Gerald,boots,7100
000004,Jose,boots,1900
000003,Mary,boots,1900
000004,Anita,boots,1900
000001,Dorothy,boots,1900
000003,Albert,boots,79500
000002,Elliott,sandals,5900
000005,Fern,sandals,7900
000005,Suzy,boots,7100
000005,Jason,boots,7900
000005,Shawn,boots,7100
000005,Jeffery,boots,7100
000002,Grace,sandals,1900
000003,Lizzie,sandals,1900
000002,Charles,sneakers,7900
000005,Micah,boots,5900
000004,William,boots,1900
000004,Jerome,sandals,7900
000005,Jonathan,sandals,1900
000003,Lois,sandals,79500
000004,Juan,sneakers,79500
000003,Gary,sandals,1900
000003,Lauren,boots,7100
000003,Lee,sandals,7100
000005,Juan,boots,1900
000002,Linda,sandals,7100
000005,Kevin,sandals,5900
000001,Susannah,sandals,5900
000001,Rebecca,sneakers,1900
000002,Joesph,sandals,7900
000001,Eugene,boots,1900
000003,Earlean,sandals,1900
000001,Harriet,sneakers,7100
000001,Howard,boots,7100
000001,Aaron,sandals,5900
000002,Wayne,boots,7100
000004,David,sneakers,7900
000001,Orlando,sandals,1900
000003,Dwayne,sandals,7100
000005,Kenneth,sandals,5900
000005,Eric,sneakers,79500
000002,Katherine,sneakers,79500
000005,Monica,sandals,1900
000001,Tameka,boots,7100
000001,Arthur,boots,1900
000002,Ernestine,boots,1900
000003,George,sandals,7900
000001,Arthur,sandals,79500
000002,Carl,boots,1900
000002,Henry,sandals,7900
000001,William,boots,7100
000003,Jessica,boots,79500
000001,Maria,sneakers,7100
000005,Elvis,sandals,5900
000001,John,sandals,7900
000004,Kevin,boots,7100
000001,Amber,sandals,5900
000005,Arnold,boots,79500
000001,Kristy,boots,7900
000003,Tammy,boots,1900
000004,John,boots,7900
000003,Jeffrey,sandals,1900
000003,Charline,sneakers,7900
000001,Margot,boots,7900
000001,James,boots,5900
000002,Edward,sneakers,7900
000002,Manuel,sandals,7100
000001,Irma,boots,5900
000004,Matthew,sneakers,7900
000005,Robert,sneakers,1900
000005,Annie,boots,7100
000004,Kathy,sandals,79500
000003,Frank,sneakers,1900
000005,Thomas,boots,7100
000002,Linda,boots,1900
000004,Denise,boots,79500
000002,Sara,boots,79500
000005,Richard,boots,1900
000002,Jason,sneakers,7900
000004,John,sandals,7100
000004,John,sandals,1900
000002,Amanda,sandals,7900
000003,James,sandals,1900
000002,Bonnie,sandals,1900
000002,Shelley,boots,7900
000003,Margaret,sneakers,5900
000001,Sarah,sneakers,5900
000004,Eduardo,boots,7100
000002,Chantel,sandals,7100
000005,Santiago,sneakers,7100
000005,Maria,boots,1900
000004,Samuel,boots,79500
000001,Nicholas,boots,1900
000004,Lynn,sandals,5900
000002,Wilbert,sneakers,79500
000003,Erin,boots,79500
000002,Sean,boots,1900
000003,Howard,boots,7100
000005,Edward,sandals,7100
000001,Fabiola,boots,79500
000005,Ben,sandals,5900
000002,Daryl,boots,5900
000001,Michael,boots,5900
000005,Kim,sandals,5900
000003,Mark,sneakers,7900
000003,Diane,boots,79500
000002,Matthew,sneakers,79500
000004,Peter,sneakers,7900
000002,Jessie,boots,7900
000005,Yulanda,sandals,5900
000004,Kenneth,sneakers,7100
000004,Cheri,sandals,7100
000005,Maria,sandals,7900
000003,Rosa,sneakers,7900
000003,Andres,sandals,79500
000003,Joshua,sneakers,7100
000002,Diana,sandals,1900
000005,Irene,sandals,79500
000002,Libby,boots,79500
000001,Russell,sneakers,5900
000003,John,boots,7900
000004,Arthur,boots,7900
000001,Donald,sandals,5900
000004,Rodolfo,boots,7900
000005,Donna,boots,5900
000001,Dalene,boots,7900
000004,Jose,sneakers,5900
000003,Debra,boots,1900
000003,Ethel,boots,7900
000001,Richard,boots,7900
000002,Marta,sandals,7900
000003,Steve,boots,5900
000003,Anthony,boots,1900
000001,Dawn,sandals,5900
000001,Jason,boots,7100
000003,Thomas,boots,1900
000005,Colleen,sandals,7900
000004,Felix,sneakers,7100
000001,Robert,sandals,5900
000002,Oscar,boots,5900
000003,Joseph,boots,5900
000001,Neil,sandals,7900
000002,Robert,boots,7100
000002,Julius,boots,7100
000005,Mark,sneakers,5900
000003,Peter,sandals,79500
000002,Alvin,sneakers,1900
000001,Amanda,sandals,1900
000002,Terri,boots,79500
000004,Philip,boots,5900
000003,Leland,sandals,7100
000003,Lonnie,sandals,7900
000002,Thomas,sandals,7900
000002,Eva,sandals,1900
000001,Matthew,boots,7900
000005,Mildred,boots,5900
000001,Kathy,boots,1900
000005,David,boots,7900
000001,Joe,sandals,79500
000002,Alyson,sneakers,7100
000001,Travis,boots,7100
000004,Ira,sandals,1900
000005,Carey,sneakers,7900
000002,Bertha,boots,79500
000004,Kimberly,sneakers,79500
000004,Marion,boots,1900
000003,Stephen,boots,5900
000002,Shirley,boots,5900
000003,Kathy,sandals,1900
000003,Sandra,boots,7100
000005,Brandon,sandals,7100
000005,Sarah,sandals,7100
000002,Raymond,sandals,7100
000003,Donald,sneakers,1900
000005,Benjamin,sneakers,1900
000004,Doris,boots,7100
000004,Martha,boots,1900
000004,Dan,sandals,7100
000004,Marlene,sandals,1900
000004,Eleanor,sandals,7900
000001,Francis,sandals,1900
000002,Jennifer,sneakers,5900
000003,Jettie,boots,79500
000002,Jose,boots,7100
000005,Kara,sandals,1900
000004,Maureen,sandals,1900
000005,Cory,sneakers,1900
000005,Chong,sandals,1900
000005,Marilyn,sandals,7900
000002,Frank,sandals,7900
000001,Dianne,sandals,5900
000003,Daniel,boots,7100
000003,Carol,sandals,7900
000004,Robert,sneakers,79500
000001,Erin,boots,7900
000005,Dorothy,sneakers,5900
000001,Joyce,sandals,5900
000002,Katie,boots,5900
000005,Ashley,boots,7100
000004,Rita,sandals,5900
000002,Judy,sandals,1900
000001,Ellen,boots,1900
000004,Glenda,boots,7900
000003,Wanda,sneakers,1900
000005,Nina,sandals,5900
000001,Earline,sandals,5900
000002,Darlene,boots,79500
000001,Marty,sneakers,7100
000003,Barbara,sandals,79500
000003,Jaime,boots,7100
000001,Tammy,boots,7900
000003,Ophelia,sandals,5900
000002,Melissa,boots,79500
000003,Stanley,sandals,1900
000001,Angel,sandals,7100
000003,Willa,boots,7100
000001,Norman,sneakers,7100
000001,Guadalupe,sneakers,7900
000003,Patricia,boots,79500
000005,Linda,sandals,7100
000005,Edward,boots,7900
000002,Marie,boots,1900
000005,Flavia,boots,1900
000004,Orpha,sneakers,1900
000002,Justina,sneakers,7900
000001,Casey,boots,5900
000004,Kenneth,boots,1900
000001,Margaret,sandals,79500
000003,Danielle,sandals,7100
000005,Derrick,sandals,5900
000001,Ricardo,sandals,79500
000002,Donald,sneakers,5900
000001,Paul,sandals,1900
000005,Patricia,boots,7900
000003,Blanche,sandals,1900
000005,Alton,sandals,7100
000001,Wayne,boots,79500
000005,Chance,boots,5900
000004,William,sandals,79500
000003,Madeline,sneakers,1900
000003,Jewel,sandals,1900
000005,Salvatore,sneakers,79500
000001,Vanessa,sneakers,5900
000001,Darlene,sandals,1900
000003,Virginia,sneakers,5900
000005,Edward,boots,7900
000003,Hilda,sandals,5900
000003,Jason,boots,1900
000003,Grace,sandals,7100
000004,Betty,sandals,79500
000003,Rosemary,boots,1900
000003,Jeffrey,sneakers,1900
000005,Veronica,sandals,79500
000002,Terri,sandals,5900
000004,Cindy,sneakers,5900
000003,Joe,boots,79500
000005,Yvonne,boots,79500
000005,Ryan,sandals,1900
000004,Richard,sandals,7900
000001,Kevin,sandals,79500
000005,Juan,sandals,1900
000005,Johnnie,sandals,5900
000005,Shirley,sandals,5900
000005,Cory,sandals,79500
000001,Jeffrey,sandals,79500
000001,Charles,sandals,1900
000004,Angie,sandals,7100
000004,Shawna,sandals,7100
000004,Cora,boots,1900
000005,Linda,sandals,79500
000001,Michelle,sandals,7100
000002,Claudia,sandals,79500
000003,Katina,sandals,7100
000005,Mary,sandals,79500
000001,Mike,boots,1900
000005,Michael,sandals,5900
000001,Martha,boots,7900
000001,Cindy,boots,5900
000001,Angelica,boots,7100
000002,Jason,sandals,7900
000005,Eric,sneakers,79500
000005,James,sandals,79500
000002,Richard,boots,79500
000003,Jennifer,sandals,5900
000005,Yvonne,sandals,79500
000003,Jean,boots,7900
000004,Catherine,boots,79500
000004,Teresa,boots,1900
000002,Anthony,sneakers,5900
000004,Steven,sandals,7900
000004,Robert,boots,1900
000003,Minnie,sneakers,7100
000005,Wendy,boots,7100
000002,James,sandals,7100
000001,David,boots,5900
000005,Sylvia,sandals,5900
000005,Brandon,sandals,5900
000005,Jason,sandals,1900
000003,Joan,boots,7900
000002,Vicki,sandals,5900
000002,Danielle,sneakers,5900
000003,Dwight,boots,1900
000005,Buford,sandals,79500
000005,Marilyn,boots,7900
000005,Martin,boots,7900
000003,Jessica,sneakers,7100
000005,Cheryl,sandals,7100
000001,Gordon,sandals,1900
000005,Charlotte,sneakers,79500
000004,Roger,sneakers,5900
000005,Michele,sneakers,79500
000001,Francis,boots,7900
000001,Lorraine,sandals,1900
000001,Mason,boots,5900
000002,Ernest,sandals,1900
000002,Kevin,sandals,79500
000005,Evelyn,sandals,5900
000005,Marlin,sneakers,79500
000001,Virgil,boots,7900
000005,Leola,sandals,1900
000005,Shannon,boots,7100
000003,Wanda,boots,5900
000005,Andrea,boots,5900
000003,Kathyrn,sandals,1900
000003,Paul,boots,7900
000004,William,sneakers,7100
000002,John,sandals,7100
000003,Kathy,sneakers,79500
000001,Annie,sandals,1900
000001,David,boots,1900
000004,Jean,sandals,1900
000004,Julian,sandals,1900
000005,Katie,boots,79500
000005,Faye,sneakers,1900
000003,Jenna,sandals,1900
000001,Irene,sandals,5900
000002,Allan,sandals,7100
000001,Travis,sandals,7900
000005,Nicholas,boots,1900
000001,Clara,sandals,7100
000002,Joel,sandals,7100
000002,Mary,sandals,7100
000003,Doreen,sneakers,7900
000005,Angela,boots,1900
000005,Michael,sneakers,7900
000005,Nora,sneakers,5900
000003,James,boots,7900
000002,Jennifer,boots,7900
000005,Vince,sandals,7100
000003,Dennis,boots,1900
000002,Linda,sneakers,1900
000001,Robert,sandals,7900
000005,Brenda,sandals,1900
000001,Sandra,sandals,79500
000005,Alice,sandals,7100
000005,Willie,sneakers,7900
000002,Barbara,boots,7900
000002,Jonathan,sandals,7900
000002,Buck,sneakers,7100
000005,Phyllis,boots,7900
000001,David,sneakers,1900
000005,Paul,sneakers,1900
000002,David,sandals,1900
000002,Geri,sneakers,7900
000002,Barbara,boots,79500
000005,James,boots,5900
000004,Kathleen,sandals,7900
000003,Dawn,boots,7900
000005,Jason,boots,7100
000001,Doloris,sandals,79500
000004,Michael,boots,1900
000004,Nelson,sandals,79500
000002,Gary,boots,5900
000004,Seth,sandals,7100
000004,Aaron,boots,5900
000004,Scott,sandals,7100
000004,Donald,sneakers,7100
000002,Manuel,boots,79500
000004,Agnes,boots,1900
000003,Herbert,boots,7900
000001,Nancy,sandals,79500
000002,Angela,boots,5900
000004,Frederick,sneakers,7100
000005,Jennifer,sandals,7100
000004,Marvel,sandals,7100
000003,John,boots,7900
000002,Lucille,sandals,7900
000003,Jeffrey,sandals,79500
000005,Gabriel,boots,1900
000003,Raymond,boots,5900
000001,Cheryl,sneakers,79500
000005,Katherine,sandals,7900
000001,Donna,sneakers,79500
000002,Philip,sneakers,7100
000003,Samatha,sandals,7100
000003,Joyce,sandals,79500
000002,Madeline,boots,7900
000002,Marjorie,sandals,5900
000002,Marsha,sneakers,5900
000005,Dorothy,sandals,1900
000001,John,sandals,1900
000002,Jean,sandals,1900
000003,Sharon,boots,7900
000005,Scott,sandals,7900
000001,Josephine,sandals,7100
000003,Christopher,sandals,5900
000002,Cecelia,boots,7100
000005,Nora,boots,7100
000002,Lucille,sandals,7900
000001,Dan,boots,7100
000001,Dante,sneakers,5900
000001,Karon,sandals,79500
000004,Lorenzo,sandals,7900
000001,Neil,sandals,7900
000004,Howard,sneakers,1900
000004,Christopher,boots,7100
000002,Antoinette,boots,5900
000001,Lisa,sandals,5900
000002,Brenda,sandals,5900
000001,Herman,boots,79500
000002,Heather,sandals,7100
000005,John,sandals,79500
000001,David,sneakers,79500
000005,Eric,boots,7900
000004,Wayne,sneakers,7900
000003,John,sandals,1900
000003,Mary,sandals,79500
000002,Joan,sandals,7100
000001,Jenny,boots,7900
000004,Steven,boots,79500
000004,Harvey,sandals,5900
000001,Melissa,boots,1900
000001,Heather,sandals,7900
000005,Becky,sandals,5900
000001,Sandra,sneakers,7100
000002,Jolene,sneakers,1900
000004,Pedro,sandals,79500
000002,Grace,boots,7100
000005,James,sandals,79500
000004,Ollie,sandals,79500
000001,Miguel,boots,7900
000005,Jeremy,sandals,7900
000002,James,sandals,7100
000002,Marcia,boots,1900
000001,David,sandals,5900
000002,Oscar,boots,7900
000005,Pauline,boots,7100
000003,Rhonda,sneakers,7100
000001,Carmen,sandals,79500
000004,Ella,boots,5900
000001,Betty,boots,5900
000004,Rose,boots,7900
000003,Omar,sneakers,79500
000001,Melissa,sneakers,5900
000004,Susan,sandals,7900
000002,Dawn,sandals,79500
000002,Daniel,sandals,7900
000004,Penny,sandals,1900
000004,Maurice,sneakers,7100
000002,Jennifer,sandals,1900
000003,Derek,boots,79500
000005,Charles,sandals,7100
000002,Helen,sandals,79500
000001,Sarah,boots,7100
000002,Vera,sandals,5900
000005,Chasity,sandals,1900
000002,Melba,sneakers,7900
000003,Tony,boots,5900
000004,Lila,boots,5900
000004,James,sandals,1900
000001,Patrick,boots,79500
000003,Patricia,boots,7900
000001,David,boots,7100
000003,Terry,sneakers,7900
000002,Irma,boots,7100
000004,Pamela,sandals,7100
000003,Lisa,sneakers,7900
000002,Luis,sneakers,1900
000002,Jennifer,sandals,7100
000003,Allison,boots,7900
000003,Janice,sneakers,1900
000001,Martin,boots,79500
000002,Santa,sneakers,5900
000002,Doris,sandals,7100
000004,Emery,sandals,7900
000004,Amy,sneakers,7900
000001,John,boots,1900
000003,Diane,sandals,7100
000005,George,boots,1900
000003,Jose,sneakers,1900
000002,Kathleen,boots,7900
000002,Charles,boots,7900
000003,Julian,sneakers,5900
000005,Sandra,sneakers,1900
000003,Constance,sneakers,79500
000004,John,sneakers,79500
000005,Norma,boots,7900
000004,Cynthia,sandals,7900
000001,Sondra,sneakers,7100
000005,Donald,sandals,7100
000002,Whitney,boots,1900
000001,Rodney,sandals,5900
000001,Richard,sneakers,7900
000004,Carolyn,boots,5900
000004,Frank,sneakers,79500
000002,Hector,sneakers,7100
000002,Patricia,sandals,7900
000004,Andrew,sandals,1900
000002,Chandra,boots,1900
000001,Marie,sneakers,7900
000001,Michael,sneakers,7900
000002,Grover,sandals,79500
000001,Thomas,boots,7100
000001,Katherine,boots,7900
000005,Frank,sneakers,79500
000003,Joy,sneakers,5900
000005,Benjamin,sandals,5900
000001,Janet,boots,79500
000005,Yvonne,boots,5900
000003,Loreen,boots,7100
000001,Louie,sandals,79500
000004,Vicky,sandals,7900
000004,Gene,sandals,7100
000003,James,sneakers,7100
000001,Paul,sneakers,5900
000005,Jean,sandals,7900
000002,Anna,boots,1900
000001,Floyd,sandals,5900
000002,Kerry,boots,7100
000001,Ronald,boots,79500
000004,Kevin,boots,7100
000004,Jessica,boots,7100
000002,Margaret,sandals,79500
000002,Judy,boots,7100
000005,Jesus,boots,1900
000003,Todd,sneakers,79500
000002,James,sandals,5900
000001,Deanne,sandals,1900
000003,Danny,boots,7900
000004,April,sandals,7100
000003,Barbara,boots,79500
000001,Vina,boots,7900
000001,Collin,sandals,7100
000002,Richard,boots,79500
000005,Joan,sneakers,7900
000002,Thomas,sneakers,7900
000005,Michelle,sandals,1900
000005,James,sandals,79500
000003,Cynthia,boots,7100
000003,Alene,sneakers,7100
000002,Miriam,sandals,5900
000004,Betty,sandals,7100
000005,Kathryn,boots,7900
000004,Charlie,sandals,5900
000002,James,boots,5900
000004,Donald,sandals,79500
000002,Dionne,sandals,7900
000005,Steve,sneakers,5900
000001,Refugio,sandals,7900
000004,Tara,sandals,5900
000001,Kelly,sneakers,7900
000004,Richard,sandals,79500
000002,Candace,sneakers,5900
000005,Tabitha,boots,7900
000001,Christine,boots,1900
000004,Emma,boots,1900
000003,Sue,boots,79500
000002,Nancy,sandals,1900
000002,Gerald,boots,7900
000004,Kristen,sneakers,79500
000003,Ian,sandals,79500
000005,Gail,sandals,7100
000001,Sadie,sandals,1900
000003,Irene,sneakers,7100
000002,Maria,boots,7100
000005,Charles,boots,1900
000005,Ernest,sandals,7100
000005,Blake,boots,1900
000004,Thomas,sandals,7900
000005,Dorothy,sandals,1900
000003,Stacey,sandals,5900
000001,Andre,sneakers,79500
000005,Barbara,boots,1900
000003,Brenda,sandals,7100
000002,Jordan,sandals,5900
000005,Walter,boots,7100
000005,George,sneakers,1900
000001,Alfred,sneakers,7900
000004,Richard,sneakers,7900
000003,Mariano,sandals,79500
000003,Anthony,sneakers,7100
000003,William,sneakers,5900
000002,Floyd,boots,79500
000004,Angelita,boots,7900
000004,Jeff,sneakers,5900
000002,Alonso,boots,7900
000002,Sandra,sandals,7100
000004,Roy,boots,5900
000004,Tommy,boots,1900
000005,Randall,boots,7900
000001,Robert,sandals,79500
000002,Wilma,boots,1900
000002,Bob,boots,1900
000002,Willard,sneakers,7900
000004,Linda,sneakers,7100
000003,Nicholas,sandals,7100
000002,Charles,boots,5900
000004,Shirley,boots,7100
000001,Gregory,sandals,7100
000002,Felipe,sneakers,79500
000003,Erik,sneakers,1900
000002,Duane,sandals,5900
000003,Beverly,sandals,7100
000005,Jennifer,boots,7100
000001,Josh,sandals,5900
000002,Andrew,boots,5900
000005,Janice,boots,5900
000004,Donald,boots,79500
000003,Mark,sneakers,7100
000003,Jennifer,sandals,79500
000002,Sarah,sandals,7100
000005,Sherman,sandals,79500
000005,Timothy,sandals,7100
000002,Michael,sandals,79500
000005,Scott,sandals,5900
000002,Ruth,boots,7100
000004,Randy,sneakers,5900
000005,Norma,sandals,1900
000001,Aimee,sandals,1900
000003,Bryan,sandals,79500
000001,Roland,sneakers,1900
000001,Anthony,sandals,7100
000004,Jean,boots,7900
000004,Cheryl,boots,5900
000002,Yoko,boots,7900
000005,Billie,boots,1900
000005,Ian,boots,7900
000003,Marc,sneakers,7900
000002,Santiago,boots,79500
000005,Kenneth,sandals,7100
000001,William,sandals,79500
000005,Andrew,sandals,7100
000002,Samuel,boots,1900
000004,Martha,sneakers,5900
000001,Evelyn,boots,7900
000002,Dan,boots,79500
000003,George,sandals,1900
000003,Jesse,boots,7900
000001,Betty,boots,1900
000004,Katie,sandals,1900
000001,Hugh,sandals,79500
000001,Brian,sandals,7100
000004,David,boots,7100
000003,Lawrence,sandals,1900
000003,Ricardo,boots,7100
000004,Barbara,sandals,7900
000001,Miguel,sandals,7100
000005,Joshua,boots,5900
000001,Gary,boots,5900
000002,Carolyn,sandals,1900
000004,Cindi,sandals,7900
000005,Clarence,boots,5900
000002,Geraldine,sneakers,7900
000004,Darrin,sandals,7900
000001,Wayne,sandals,1900
000005,Dina,sandals,7100
000004,Eric,sandals,1900
000003,Helen,boots,5900
000005,Jasmine,sandals,1900
000001,Ruth,sandals,1900
000001,Steven,sneakers,5900
000003,Michael,sneakers,7900
000005,Richard,sandals,79500
000002,Deborah,sneakers,7100
000001,Ana,boots,7900
000005,Mary,sandals,79500
000003,Henry,sandals,1900
000003,Willie,sandals,7100
000002,Ella,boots,79500
000003,Wilson,boots,5900
000001,Katherine,boots,7900
000003,Helen,sneakers,7900
000005,Susan,sneakers,5900
000003,Dale,boots,7900
000003,Linda,boots,7900
000003,Todd,sneakers,5900
000002,Edward,sandals,1900
000002,Reagan,boots,5900
000002,Edythe,sandals,7100
000001,Ryan,sneakers,7900
000001,William,sneakers,79500
000003,John,sandals,7100
000003,Catherine,sandals,7100
000003,Stella,boots,5900
000002,Noreen,sandals,5900
000004,Johnathan,boots,7100
000003,Steven,sandals,5900
000003,Rosa,sneakers,79500
000005,Barbara,boots,1900
000003,Zella,boots,79500
000001,Joseph,boots,79500
000002,Leda,sandals,1900
000003,Alton,boots,5900
000002,Pauline,boots,5900
000005,Bryan,boots,79500
000005,Terry,sandals,7100
000003,Eric,boots,7100
000005,Vanessa,boots,7100
000005,Harold,sandals,7100
000004,Marshall,sandals,7900
000003,Randall,boots,7100
000004,Chrystal,sandals,1900
000001,Florine,sandals,1900
000005,Amy,boots,7100
000004,Walter,boots,5900
000002,Elizabeth,sandals,1900
000004,John,boots,5900
000004,Bobby,sandals,79500
000004,Adrian,boots,7900
000001,Kristin,sandals,7100
000004,Kirk,boots,7900
000003,Peter,boots,7900
000003,Sherryl,boots,7900
000002,Bethany,sandals,1900
000003,Delia,boots,1900
000002,Edmund,boots,79500
000002,Kevin,sandals,79500
000005,Gerald,sandals,7900
000005,Jennifer,boots,79500
000003,Janet,boots,1900
000004,Cecilia,boots,5900
000005,David,sneakers,5900
000001,Harriet,sandals,7100
000001,Keith,boots,7900
000002,Ruby,boots,79500
000002,Robert,sneakers,79500
000004,Mary,boots,79500
000002,Ann,sandals,79500
000002,Jason,sneakers,1900
000004,Rhonda,sandals,1900
000003,Melissa,sandals,7900
000003,Connie,sneakers,7100
000003,Venetta,boots,5900
000004,Manuela,boots,79500
000003,Erica,sandals,1900
000002,Adriana,boots,79500
000003,Helen,sneakers,7100
000003,Albert,sneakers,7900
000002,Howard,boots,1900
000004,Susie,sandals,7100
000001,Nicole,boots,7900
000002,Adriene,boots,5900
000005,Douglas,sandals,5900
000002,Latoya,boots,79500
000001,Perry,boots,79500
000002,Rufus,boots,7900
000004,Tony,sneakers,79500
000003,Christy,boots,7900
000004,Francis,boots,79500
000001,Isis,sneakers,7900
000001,Gary,sandals,7900
000002,Patricia,sandals,7100
000005,James,boots,79500
000003,Mildred,sandals,7900
000003,Russell,boots,7900
000005,Lorraine,boots,1900
000004,Terry,sneakers,79500
000004,Robert,sneakers,5900
000005,Christel,sneakers,1900
000003,Jenifer,sandals,1900
000003,Doris,boots,5900
000005,Francine,sandals,7100
000001,Mary,sneakers,1900
000004,Irma,sneakers,7900
000001,Lori,boots,1900
000003,Rose,boots,5900
000002,Jon,sneakers,1900
000004,Richard,boots,1900
000003,Paul,boots,79500
000004,Alma,sneakers,7900
000004,Nell,sneakers,5900
000001,Gerardo,sneakers,1900
000005,Erin,sandals,1900
000003,Sylvester,sandals,7900
000005,Edward,sandals,7100
000005,Louis,boots,7900
000005,Darrell,sandals,1900
000005,Janice,boots,5900
000002,John,sandals,79500
000005,Dorothy,boots,1900
000004,Dawn,sandals,7900
000003,Carlos,sneakers,79500
000004,Jessica,boots,1900
000004,Fredrick,sneakers,7900
000004,Mark,boots,1900
000001,Richard,sandals,7900
000003,Justin,sandals,5900
000004,Marsha,boots,1900
000003,Gertrude,sandals,79500
000003,Frank,sandals,7900
000002,Eric,sneakers,7100
000004,Courtney,sneakers,1900
000004,Annie,boots,5900
000002,Wallace,boots,79500
000005,George,sneakers,7100
000004,Mervin,boots,7900
000004,Eleanor,sandals,1900
000004,Joanne,sandals,7100
000001,Wiley,sandals,79500
000004,William,boots,79500
000004,Anna,sneakers,7900
000004,Timothy,boots,5900
000002,Charles,sandals,79500
000002,Harry,sneakers,7900
000001,Laura,boots,7100
000004,Bernice,sandals,5900
000002,Jamie,boots,7900
000004,Jan,boots,7900
000002,Anthony,boots,79500
000003,Mitchell,sandals,1900
000002,James,sneakers,7100
000003,George,boots,7100
000001,Corinne,boots,1900
000002,Kevin,boots,1900
000005,Thomas,boots,7900
000005,Keri,sneakers,5900
000002,Thomas,sandals,7100
000002,Ramona,sandals,5900
000004,Stephanie,sandals,5900
000004,Kathleen,boots,7100
000003,Shannon,sandals,5900
000005,William,sandals,7900
000005,Darron,sneakers,7100
000005,Joe,sandals,7100
000001,Danny,sneakers,1900
000003,Dorothy,sneakers,5900
000005,David,boots,7100
000004,Cheryl,sandals,7900
000004,Edward,boots,5900
000002,Dennis,sandals,5900
000003,Johnny,boots,7100
000004,Donald,sandals,1900
000005,Martin,sneakers,79500
000003,Heriberto,sandals,1900
000001,Jill,sandals,7900
000002,Lory,sneakers,7100
